Dates,DayOfWeek,PdDistrict,Address,X,Y
11.03.2015,Wednesday,MISSION,2300 Block of FOLSOM ST,-122.4146955,37.75968618
11.03.2015,Wednesday,MISSION,2300 Block of FOLSOM ST,-122.4146955,37.75968618
11.03.2015,Wednesday,MISSION,24TH ST / VALENCIA ST,-122.4206658,37.75210416
11.03.2015,Wednesday,MISSION,24TH ST / VALENCIA ST,-122.4206658,37.75210416
11.03.2015,Wednesday,RICHMOND,500 Block of JOHNFKENNEDY DR,-122.4662047,37.77254054
11.03.2015,Wednesday,CENTRAL,1400 Block of SACRAMENTO ST,-122.416963,37.79205753
11.03.2015,Wednesday,MISSION,3500 Block of 24TH ST,-122.4222544,37.75206328
11.03.2015,Wednesday,MISSION,1000 Block of POTRERO AV,-122.4065391,37.75648641
11.03.2015,Wednesday,MISSION,1000 Block of POTRERO AV,-122.4065391,37.75648641
11.03.2015,Wednesday,MISSION,2300 Block of FOLSOM ST,-122.4146955,37.75968618
11.03.2015,Wednesday,RICHMOND,26TH AV / LAKE ST,-122.4862244,37.78569507
11.03.2015,Wednesday,INGLESIDE,0 Block of MAYNARD ST,-122.4295434,37.72916423
11.03.2015,Wednesday,INGLESIDE,0 Block of MAYNARD ST,-122.4295434,37.72916423
11.03.2015,Wednesday,INGLESIDE,0 Block of MAYNARD ST,-122.4295434,37.72916423
11.03.2015,Wednesday,MISSION,21ST ST / CAPP ST,-122.4178126,37.75710058
11.03.2015,Wednesday,MISSION,21ST ST / CAPP ST,-122.4178126,37.75710058
11.03.2015,Wednesday,MISSION,21ST ST / CAPP ST,-122.4178126,37.75710058
11.03.2015,Wednesday,SOUTHERN,900 Block of MARKET ST,-122.4085951,37.78370693
11.03.2015,Wednesday,MISSION,2600 Block of MISSION ST,-122.4187383,37.75461724
11.03.2015,Wednesday,CENTRAL,400 Block of STOCKTON ST,-122.4069776,37.7899181
11.03.2015,Wednesday,BAYVIEW,4500 Block of 3RD ST,-122.3901363,37.73680362
11.03.2015,Wednesday,BAYVIEW,4500 Block of 3RD ST,-122.3901363,37.73680362
11.03.2015,Wednesday,BAYVIEW,4500 Block of 3RD ST,-122.3901363,37.73680362
11.03.2015,Wednesday,TARAVAL,1300 Block of 22ND AV,-122.4802014,37.76247476
11.03.2015,Wednesday,TARAVAL,1300 Block of 22ND AV,-122.4802014,37.76247476
11.03.2015,Wednesday,TARAVAL,1300 Block of 22ND AV,-122.4802014,37.76247476
11.03.2015,Wednesday,RICHMOND,4400 Block of BALBOA ST,-122.5064351,37.77535342
11.03.2015,Wednesday,BAYVIEW,1000 Block of GRIFFITH ST,-122.3789208,37.72861197
11.03.2015,Wednesday,BAYVIEW,1000 Block of GRIFFITH ST,-122.3789208,37.72861197
11.03.2015,Wednesday,TARAVAL,SANTIAGO ST / 18TH AV,-122.470366,37.74515795
11.03.2015,Wednesday,SOUTHERN,200 Block of 3RD ST,-122.3998994,37.78464803
11.03.2015,Wednesday,NORTHERN,1700 Block of CALIFORNIA ST,-122.4231568,37.79020883
11.03.2015,Wednesday,NORTHERN,1700 Block of CALIFORNIA ST,-122.4231568,37.79020883
11.03.2015,Wednesday,NORTHERN,1700 Block of CALIFORNIA ST,-122.4231568,37.79020883
11.03.2015,Wednesday,INGLESIDE,100 Block of DELANO AV,-122.4410561,37.72588908
11.03.2015,Wednesday,SOUTHERN,800 Block of FOLSOM ST,-122.4023437,37.78116668
11.03.2015,Wednesday,CENTRAL,SUTTER ST / STOCKTON ST,-122.4069587,37.78943476
11.03.2015,Wednesday,NORTHERN,2100 Block of WASHINGTON ST,-122.4286524,37.79237323
11.03.2015,Wednesday,NORTHERN,2100 Block of WASHINGTON ST,-122.4286524,37.79237323
11.03.2015,Wednesday,CENTRAL,0 Block of DRUMM ST,-122.3965564,37.79411691
11.03.2015,Wednesday,CENTRAL,0 Block of DRUMM ST,-122.3965564,37.79411691
11.03.2015,Wednesday,BAYVIEW,1100 Block of PALOU AV,-122.3825559,37.72917326
11.03.2015,Wednesday,BAYVIEW,1100 Block of PALOU AV,-122.3825559,37.72917326
11.03.2015,Wednesday,INGLESIDE,0 Block of PASADENA ST,-122.4188297,37.70881614
11.03.2015,Wednesday,INGLESIDE,0 Block of PASADENA ST,-122.4188297,37.70881614
11.03.2015,Wednesday,INGLESIDE,0 Block of PASADENA ST,-122.4188297,37.70881614
11.03.2015,Wednesday,CENTRAL,400 Block of CLAY ST,-122.4009228,37.7949598
11.03.2015,Wednesday,TENDERLOIN,GROVE ST / HYDE ST,-122.4147438,37.77871926
11.03.2015,Wednesday,RICHMOND,FULTON ST / 10TH AV,-122.4680223,37.77330394
11.03.2015,Wednesday,SOUTHERN,100 Block of VALENCIA ST,-122.422375,37.7707189
11.03.2015,Wednesday,BAYVIEW,1100 Block of CAROLINA ST,-122.3993999,37.75247655
11.03.2015,Wednesday,INGLESIDE,5300 Block of DIAMONDHEIGHTS BL,-122.4362669,37.74277156
11.03.2015,Wednesday,INGLESIDE,5300 Block of DIAMONDHEIGHTS BL,-122.4362669,37.74277156
11.03.2015,Wednesday,PARK,100 Block of NOE ST,-122.4333627,37.76625768
11.03.2015,Wednesday,NORTHERN,800 Block of EDDY ST,-122.4216671,37.78284198
11.03.2015,Wednesday,TARAVAL,SUNSET BL / QUINTARA ST,-122.4948361,37.74781736
11.03.2015,Wednesday,MISSION,20TH ST / CASTRO ST,-122.4346981,37.75768714
11.03.2015,Wednesday,BAYVIEW,2300 Block of CESAR CHAVEZ ST,-122.3996796,37.74948523
11.03.2015,Wednesday,CENTRAL,WASHINGTON ST / MASON ST,-122.4113679,37.7945248
11.03.2015,Wednesday,SOUTHERN,100 Block of NEWMONTGOMERY ST,-122.4001889,37.78726854
11.03.2015,Wednesday,SOUTHERN,100 Block of NEWMONTGOMERY ST,-122.4001889,37.78726854
11.03.2015,Wednesday,MISSION,3000 Block of 24TH ST,-122.412734,37.75264176
11.03.2015,Wednesday,MISSION,3800 Block of 25TH ST,-122.4261654,37.75021832
11.03.2015,Wednesday,CENTRAL,GEARY ST / MASON ST,-122.4098766,37.78714881
11.03.2015,Wednesday,NORTHERN,POST ST / POLK ST,-122.4199301,37.78682621
11.03.2015,Wednesday,SOUTHERN,HOWARD ST / 5TH ST,-122.4049344,37.78149872
11.03.2015,Wednesday,NORTHERN,MCALLISTER ST / LARKIN ST,-122.4169486,37.78046893
11.03.2015,Wednesday,INGLESIDE,1700 Block of SUNNYDALE AV,-122.417108,37.71225618
11.03.2015,Wednesday,CENTRAL,SANSOME ST / CALIFORNIA ST,-122.4011291,37.79305866
11.03.2015,Wednesday,INGLESIDE,MISSION ST / AVALON AV,-122.4324494,37.72763681
11.03.2015,Wednesday,SOUTHERN,1200 Block of MARKET ST,-122.4154488,37.77829352
11.03.2015,Wednesday,MISSION,2500 Block of 24TH ST,-122.4048616,37.75314684
11.03.2015,Wednesday,MISSION,22ND ST / SHOTWELL ST,-122.4154739,37.7556333
11.03.2015,Wednesday,SOUTHERN,100 Block of MORRIS ST,-122.401459,37.77613513
11.03.2015,Wednesday,SOUTHERN,0 Block of TOWNSEND ST,-122.3891783,37.78170626
11.03.2015,Wednesday,PARK,2000 Block of GROVE ST,-122.4503672,37.77440651
11.03.2015,Wednesday,CENTRAL,1400 Block of CLAY ST,-122.4169409,37.79285238
11.03.2015,Wednesday,MISSION,18TH ST / CHURCH ST,-122.4283554,37.76125771
11.03.2015,Wednesday,SOUTHERN,600 Block of 2ND ST,-122.3913366,37.78117588
11.03.2015,Wednesday,SOUTHERN,1600 Block of MARKET ST,-122.4203871,37.77411192
11.03.2015,Wednesday,MISSION,SHOTWELL ST / 20TH ST,-122.4157813,37.75883121
11.03.2015,Wednesday,MISSION,SHOTWELL ST / 20TH ST,-122.4157813,37.75883121
11.03.2015,Wednesday,TARAVAL,2600 Block of 15TH AV,-122.4709582,37.7385672
11.03.2015,Wednesday,MISSION,600 Block of VALENCIA ST,-122.4216875,37.76211606
11.03.2015,Wednesday,NORTHERN,CLAY ST / POLK ST,-122.4210569,37.79238408
11.03.2015,Wednesday,NORTHERN,1000 Block of POLK ST,-122.4198583,37.78613713
11.03.2015,Wednesday,NORTHERN,POST ST / VANNESS AV,-122.4215723,37.78661816
11.03.2015,Wednesday,CENTRAL,700 Block of TAYLOR ST,-122.4120509,37.78927389
11.03.2015,Wednesday,CENTRAL,1400 Block of JONES ST,-122.4148067,37.79454868
11.03.2015,Wednesday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
11.03.2015,Wednesday,BAYVIEW,1300 Block of EGBERT AV,-122.3916552,37.72218375
11.03.2015,Wednesday,TENDERLOIN,300 Block of EDDY ST,-122.4129305,37.78383444
11.03.2015,Wednesday,SOUTHERN,100 Block of STEUART ST,-122.3924479,37.79256761
11.03.2015,Wednesday,NORTHERN,1200 Block of VANNESS AV,-122.421442,37.78685165
12.01.2015,Monday,SOUTHERN,0 Block of 8TH ST,-122.4136846,37.77779846
12.01.2015,Monday,SOUTHERN,TOWNSEND ST / LUSK AL,-122.3938595,37.77797707
12.01.2015,Monday,SOUTHERN,800 Block of MARKET ST,-122.406521,37.78506294
12.01.2015,Monday,NORTHERN,2300 Block of POLK ST,-122.4223125,37.79829356
12.01.2015,Monday,PARK,100 Block of BEAVER ST,-122.4368777,37.76537739
12.01.2015,Monday,BAYVIEW,NEWCOMB AV / LANE ST,-122.3879113,37.73417143
12.01.2015,Monday,CENTRAL,1000 Block of BUSH ST,-122.4145549,37.78936834
12.01.2015,Monday,MISSION,3000 Block of MISSION ST,-122.4181632,37.74858895
12.01.2015,Monday,BAYVIEW,700 Block of TENNESSEE ST,-122.3897381,37.76233188
12.01.2015,Monday,CENTRAL,700 Block of TAYLOR ST,-122.4120509,37.78927389
12.01.2015,Monday,CENTRAL,600 Block of JONES ST,-122.4132985,37.78705782
12.01.2015,Monday,NORTHERN,VANNESS AV / GEARY BL,-122.4213958,37.78568434
12.01.2015,Monday,CENTRAL,700 Block of TAYLOR ST,-122.4120509,37.78927389
12.01.2015,Monday,TARAVAL,1800 Block of 9TH AV,-122.4655273,37.75376537
12.01.2015,Monday,TARAVAL,1800 Block of 9TH AV,-122.4655273,37.75376537
12.01.2015,Monday,TARAVAL,500 Block of KIRKHAM ST,-122.4666001,37.76034245
12.01.2015,Monday,TARAVAL,500 Block of KIRKHAM ST,-122.4666001,37.76034245
12.01.2015,Monday,NORTHERN,1500 Block of UNION ST,-122.4248305,37.79850023
12.01.2015,Monday,MISSION,500 Block of VALENCIA ST,-122.4218765,37.76408889
12.01.2015,Monday,INGLESIDE,0 Block of CASSANDRA CT,-122.4488184,37.70945975
12.01.2015,Monday,SOUTHERN,400 Block of 4TH ST,-122.3999211,37.78095708
12.01.2015,Monday,PARK,1300 Block of MASONIC AV,-122.4449835,37.76832855
12.01.2015,Monday,PARK,1300 Block of MASONIC AV,-122.4449835,37.76832855
12.01.2015,Monday,NORTHERN,1800 Block of FILBERT ST,-122.4299514,37.79880516
12.01.2015,Monday,NORTHERN,SUTTER ST / LAGUNA ST,-122.4283379,37.78671097
12.01.2015,Monday,MISSION,2700 Block of 23RD ST,-122.4078905,37.75442483
12.01.2015,Monday,BAYVIEW,SILLIMAN ST / BRUSSELS ST,-122.4070741,37.73071758
12.01.2015,Monday,MISSION,2700 Block of 23RD ST,-122.4078905,37.75442483
12.01.2015,Monday,SOUTHERN,1000 Block of MARKET ST,-122.4110714,37.78175113
12.01.2015,Monday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
12.01.2015,Monday,MISSION,2700 Block of 23RD ST,-122.4078905,37.75442483
12.01.2015,Monday,SOUTHERN,0 Block of THE EMBARCADERONORTH ST,-122.3883799,37.78331041
12.01.2015,Monday,SOUTHERN,900 Block of MARKET ST,-122.4097084,37.78282765
12.01.2015,Monday,SOUTHERN,900 Block of MARKET ST,-122.4097084,37.78282765
12.01.2015,Monday,NORTHERN,MCALLISTER ST / POLK ST,-122.418601,37.78026075
12.01.2015,Monday,NORTHERN,MCALLISTER ST / POLK ST,-122.418601,37.78026075
12.01.2015,Monday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
12.01.2015,Monday,NORTHERN,MCALLISTER ST / POLK ST,-122.418601,37.78026075
12.01.2015,Monday,NORTHERN,MCALLISTER ST / POLK ST,-122.418601,37.78026075
12.01.2015,Monday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
12.01.2015,Monday,BAYVIEW,3RD ST / 22ND ST,-122.388318,37.75793942
12.01.2015,Monday,BAYVIEW,22ND ST / 3RD ST,-122.388318,37.75793942
12.01.2015,Monday,NORTHERN,LAGUNA ST / HICKORY ST,-122.4259795,37.77504766
12.01.2015,Monday,CENTRAL,200 Block of COLUMBUS AV,-122.4058387,37.79736318
12.01.2015,Monday,RICHMOND,1700 Block of DIVISADERO ST,-122.4398523,37.78573939
12.01.2015,Monday,CENTRAL,400 Block of SANSOME ST,-122.4014275,37.79419822
12.01.2015,Monday,SOUTHERN,400 Block of BRANNAN ST,-122.395986,37.77883482
12.01.2015,Monday,SOUTHERN,12TH ST / KISSLING ST,-122.4161853,37.77141103
12.01.2015,Monday,CENTRAL,400 Block of SANSOME ST,-122.4014275,37.79419822
12.01.2015,Monday,NORTHERN,FILBERT ST / VANNESS AV,-122.4241727,37.79948348
12.01.2015,Monday,CENTRAL,DRUMM ST / WASHINGTON ST,-122.3969624,37.79634787
12.01.2015,Monday,CENTRAL,DRUMM ST / WASHINGTON ST,-122.3969624,37.79634787
12.01.2015,Monday,PARK,4TH AV / PARNASSUS AV,-122.4608434,37.76262808
12.01.2015,Monday,TARAVAL,300 Block of FAXON AV,-122.4601522,37.72094542
12.01.2015,Monday,TARAVAL,200 Block of WINSTON DR,-122.4779767,37.72693464
12.01.2015,Monday,TARAVAL,2600 Block of SLOAT BL,-122.5026011,37.73561211
12.01.2015,Monday,NORTHERN,800 Block of VANNESS AV,-122.4209969,37.78310327
12.01.2015,Monday,MISSION,1700 Block of HARRISON ST,-122.4133542,37.7690748
12.01.2015,Monday,NORTHERN,2300 Block of BROADWAY ST,-122.43577,37.79421405
12.01.2015,Monday,NORTHERN,2300 Block of BROADWAY ST,-122.43577,37.79421405
12.01.2015,Monday,SOUTHERN,1200 Block of MARKET ST,-122.4154488,37.77829352
12.01.2015,Monday,BAYVIEW,0 Block of HALE ST,-122.4064916,37.73284383
12.01.2015,Monday,SOUTHERN,11TH ST / MISSION ST,-122.4171049,37.77432429
12.01.2015,Monday,TARAVAL,1300 Block of 28TH AV,-122.486773,37.76218534
12.01.2015,Monday,INGLESIDE,100 Block of PERSIA AV,-122.4347643,37.72261614
12.01.2015,Monday,TARAVAL,1600 Block of 10TH AV,-122.4668571,37.75745099
12.01.2015,Monday,SOUTHERN,3RD ST / MISSION ST,-122.4020277,37.78624835
12.01.2015,Monday,TENDERLOIN,600 Block of OFARRELL ST,-122.4148505,37.78560876
12.01.2015,Monday,BAYVIEW,KEITH ST / THOMAS AV,-122.3894213,37.72935385
12.01.2015,Monday,NORTHERN,2200 Block of CALIFORNIA ST,-122.4313787,37.78916362
12.01.2015,Monday,BAYVIEW,KEITH ST / THOMAS AV,-122.3894213,37.72935385
12.01.2015,Monday,INGLESIDE,400 Block of ARGONAUT AV,-122.4149012,37.70930802
12.01.2015,Monday,SOUTHERN,700 Block of MARKET ST,-122.4039191,37.7871161
12.01.2015,Monday,TENDERLOIN,TAYLOR ST / EDDY ST,-122.4109552,37.78413995
12.01.2015,Monday,MISSION,2300 Block of MISSION ST,-122.4190589,37.75942275
12.01.2015,Monday,PARK,2600 Block of GEARY BL,-122.446613,37.78224582
12.01.2015,Monday,BAYVIEW,400 Block of CHINABASIN ST,-122.3882555,37.77202451
12.01.2015,Monday,MISSION,500 Block of SOUTH VAN NESS AV,-122.417339,37.76436607
12.01.2015,Monday,MISSION,500 Block of SOUTH VAN NESS AV,-122.417339,37.76436607
12.01.2015,Monday,MISSION,500 Block of SOUTH VAN NESS AV,-122.417339,37.76436607
12.01.2015,Monday,MISSION,SANCARLOS ST / SYCAMORE ST,-122.4202157,37.76266518
12.01.2015,Monday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
12.01.2015,Monday,TARAVAL,800 Block of BROTHERHOOD WAY,-122.4795714,37.71441324
12.01.2015,Monday,SOUTHERN,800 Block of MARKET ST,-122.406521,37.78506294
12.01.2015,Monday,TENDERLOIN,JONES ST / GOLDEN GATE AV,-122.4122242,37.78207293
12.01.2015,Monday,TARAVAL,100 Block of BROAD ST,-122.4575679,37.71323753
12.01.2015,Monday,MISSION,1000 Block of POTRERO AV,-122.4065391,37.75648641
12.01.2015,Monday,MISSION,3400 Block of 18TH ST,-122.4204947,37.76182193
12.01.2015,Monday,SOUTHERN,1400 Block of FOLSOM ST,-122.4136744,37.77206417
12.01.2015,Monday,MISSION,400 Block of VALENCIA ST,-122.4218564,37.76532328
12.01.2015,Monday,BAYVIEW,BAY SHORE BL / CORTLAND AV,-122.4069795,37.73956696
12.01.2015,Monday,NORTHERN,900 Block of VANNESS AV,-122.420907,37.78406767
12.01.2015,Monday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
12.01.2015,Monday,RICHMOND,1900 Block of BRODERICK ST,-122.4421369,37.78833577
12.01.2015,Monday,CENTRAL,DAVIS ST / BROADWAY ST,-122.3986991,37.79888003
12.01.2015,Monday,INGLESIDE,0 Block of MANGELS AV,-122.4383671,37.73303441
12.01.2015,Monday,BAYVIEW,WISCONSIN ST / 17TH ST,-122.3997648,37.76625166
12.01.2015,Monday,SOUTHERN,HOWARD ST / 3RD ST,-122.4004736,37.78502906
12.01.2015,Monday,CENTRAL,1800 Block of MONTGOMERY ST,-122.4051988,37.805247
12.01.2015,Monday,CENTRAL,DRUMM ST / WASHINGTON ST,-122.3969624,37.79634787
12.01.2015,Monday,CENTRAL,DRUMM ST / WASHINGTON ST,-122.3969624,37.79634787
12.01.2015,Monday,MISSION,2000 Block of MISSION ST,-122.4196583,37.76422056
12.01.2015,Monday,NORTHERN,1000 Block of FILLMORE ST,-122.431791,37.77911574
12.01.2015,Monday,NORTHERN,1000 Block of FILLMORE ST,-122.431791,37.77911574
12.01.2015,Monday,BAYVIEW,300 Block of KANSAS ST,-122.4036529,37.76535366
12.01.2015,Monday,SOUTHERN,0 Block of HARRISON ST,-122.3890083,37.78924745
12.01.2015,Monday,SOUTHERN,11TH ST / FOLSOM ST,-122.4140273,37.77186362
12.01.2015,Monday,INGLESIDE,0 Block of HARRINGTON ST,-122.4353138,37.72566405
12.01.2015,Monday,MISSION,900 Block of POTRERO AV,-122.4066049,37.75715804
12.01.2015,Monday,MISSION,1000 Block of POTRERO AV,-122.4065391,37.75648641
12.01.2015,Monday,BAYVIEW,22ND ST / ILLINOIS ST,-122.3873163,37.75800217
12.01.2015,Monday,CENTRAL,0 Block of WASHINGTON ST,-122.3961799,37.79644795
12.01.2015,Monday,NORTHERN,0 Block of INCA LN,-122.4289735,37.78321938
12.01.2015,Monday,RICHMOND,500 Block of 14TH AV,-122.4727078,37.77775288
12.01.2015,Monday,MISSION,1000 Block of POTRERO AV,-122.4065391,37.75648641
12.01.2015,Monday,MISSION,1000 Block of POTRERO AV,-122.4065391,37.75648641
12.01.2015,Monday,CENTRAL,300 Block of THE EMBARCADERONORTH ST,-122.3963744,37.79805325
12.01.2015,Monday,SOUTHERN,400 Block of BRANNAN ST,-122.395986,37.77883482
12.01.2015,Monday,RICHMOND,1000 Block of POINTLOBOS AV,-122.5136421,37.77846922
12.01.2015,Monday,RICHMOND,GOLDEN GATE AV / ROSELYN TR,-122.4495718,37.77731888
12.01.2015,Monday,SOUTHERN,BEALE ST / MARKET ST,-122.3973878,37.79240473
12.01.2015,Monday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
12.01.2015,Monday,BAYVIEW,PRINCETON ST / SILVER AV,-122.4161757,37.72891899
12.01.2015,Monday,BAYVIEW,0 Block of REDDY ST,-122.3951523,37.73033114
12.01.2015,Monday,BAYVIEW,1000 Block of LECONTE AV,-122.3980042,37.71903318
12.01.2015,Monday,TENDERLOIN,JONES ST / EDDY ST,-122.4125974,37.78393203
12.01.2015,Monday,CENTRAL,JACKSON ST / DRUMM ST,-122.397141,37.79724323
12.01.2015,Monday,CENTRAL,800 Block of BROADWAY ST,-122.4110323,37.79708302
12.01.2015,Monday,TARAVAL,1400 Block of SLOAT BL,-122.488572,37.73400415
12.01.2015,Monday,TARAVAL,1400 Block of SLOAT BL,-122.488572,37.73400415
12.01.2015,Monday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
12.01.2015,Monday,SOUTHERN,THE EMBARCADEROSOUTH ST / HARRISON ST,-122.3884856,37.78957276
12.01.2015,Monday,CENTRAL,1300 Block of BATTERY ST,-122.4020051,37.8036871
12.01.2015,Monday,SOUTHERN,600 Block of 2ND ST,-122.3913366,37.78117588
12.01.2015,Monday,PARK,1700 Block of EDDY ST,-122.4364431,37.78084932
12.01.2015,Monday,SOUTHERN,HARRIET ST / AHERN WY,-122.4039604,37.77631182
12.01.2015,Monday,NORTHERN,2300 Block of PINE ST,-122.434475,37.78778948
12.01.2015,Monday,SOUTHERN,500 Block of 2ND ST,-122.3923942,37.78202141
12.01.2015,Monday,TENDERLOIN,MARKET ST / 8TH ST,-122.4147438,37.77871926
12.01.2015,Monday,RICHMOND,1000 Block of GREAT HY,-122.5102257,37.76724422
12.01.2015,Monday,CENTRAL,1300 Block of JACKSON ST,-122.4178215,37.79454895
12.01.2015,Monday,CENTRAL,1300 Block of JACKSON ST,-122.4178215,37.79454895
12.01.2015,Monday,INGLESIDE,1900 Block of SUNNYDALE AV,-122.417108,37.71225618
12.01.2015,Monday,RICHMOND,1000 Block of POINTLOBOS AV,-122.5136421,37.77846922
12.01.2015,Monday,NORTHERN,BUCHANAN ST / SACRAMENTO ST,-122.4307386,37.79025092
12.01.2015,Monday,NORTHERN,BAY ST / LAGUNA ST,-122.4316829,37.8032668
12.01.2015,Monday,TARAVAL,GENEVA AV / LOUISBURG ST,-122.4492936,37.72175277
12.01.2015,Monday,SOUTHERN,0 Block of THE EMBARCADERONORTH ST,-122.3883799,37.78331041
12.01.2015,Monday,SOUTHERN,700 Block of MARKET ST,-122.4052948,37.78630722
12.01.2015,Monday,MISSION,MISSION ST / DUBOCE AV,-122.4200102,37.77010993
12.01.2015,Monday,NORTHERN,GEARY BL / FILLMORE ST,-122.4329146,37.78435334
12.01.2015,Monday,RICHMOND,STANYAN ST / TURK ST,-122.4552168,37.77759898
12.01.2015,Monday,MISSION,1700 Block of HARRISON ST,-122.4133542,37.7690748
12.01.2015,Monday,MISSION,1700 Block of HARRISON ST,-122.4133542,37.7690748
12.01.2015,Monday,MISSION,1700 Block of HARRISON ST,-122.4133542,37.7690748
12.01.2015,Monday,NORTHERN,1500 Block of EDDY ST,-122.4331778,37.78137581
12.01.2015,Monday,PARK,100 Block of JOHNFKENNEDY DR,-122.4575076,37.77113324
12.01.2015,Monday,SOUTHERN,400 Block of CLEMENTINA ST,-122.405112,37.77984316
12.01.2015,Monday,NORTHERN,0 Block of GROVE ST,-122.4174486,37.77864381
12.01.2015,Monday,NORTHERN,0 Block of GROVE ST,-122.4174486,37.77864381
12.01.2015,Monday,PARK,200 Block of UPPER TR,-122.4451917,37.76290994
12.01.2015,Monday,SOUTHERN,5TH ST / HOWARD ST,-122.4049344,37.78149872
12.01.2015,Monday,RICHMOND,1000 Block of POINTLOBOS AV,-122.5136421,37.77846922
12.01.2015,Monday,TARAVAL,800 Block of BROTHERHOOD WAY,-122.4795714,37.71441324
12.01.2015,Monday,RICHMOND,SCOTT ST / POST ST,-122.4380209,37.78453047
12.01.2015,Monday,NORTHERN,100 Block of LARKIN ST,-122.4166077,37.77913875
12.01.2015,Monday,TARAVAL,33RD AV / LINCOLN WY,-122.4922569,37.76477683
12.01.2015,Monday,TARAVAL,33RD AV / LINCOLN WY,-122.4922569,37.76477683
12.01.2015,Monday,MISSION,MISSION ST / 25TH ST,-122.4182893,37.75064029
12.01.2015,Monday,CENTRAL,LOMBARD ST / LEAVENWORTH ST,-122.4179701,37.80220232
12.01.2015,Monday,CENTRAL,LOMBARD ST / LEAVENWORTH ST,-122.4179701,37.80220232
12.01.2015,Monday,MISSION,2400 Block of 16TH ST,-122.4109855,37.76563094
12.01.2015,Monday,PARK,FELL ST / CLAYTON ST,-122.4491429,37.77257927
12.01.2015,Monday,TENDERLOIN,200 Block of JONES ST,-122.4124369,37.78348575
12.01.2015,Monday,INGLESIDE,5500 Block of MISSION ST,-122.4454182,37.7120748
12.01.2015,Monday,INGLESIDE,5500 Block of MISSION ST,-122.4454182,37.7120748
12.01.2015,Monday,NORTHERN,300 Block of MCALLISTER ST,-122.4177999,37.78041746
12.01.2015,Monday,NORTHERN,300 Block of MCALLISTER ST,-122.4177999,37.78041746
12.01.2015,Monday,NORTHERN,300 Block of MCALLISTER ST,-122.4177999,37.78041746
12.01.2015,Monday,NORTHERN,300 Block of MCALLISTER ST,-122.4177999,37.78041746
12.01.2015,Monday,NORTHERN,300 Block of MCALLISTER ST,-122.4177999,37.78041746
12.01.2015,Monday,NORTHERN,300 Block of MCALLISTER ST,-122.4177999,37.78041746
12.01.2015,Monday,BAYVIEW,SILLIMAN ST / GIRARD ST,-122.4060881,37.73097526
12.01.2015,Monday,BAYVIEW,SILLIMAN ST / GIRARD ST,-122.4060881,37.73097526
12.01.2015,Monday,BAYVIEW,SILLIMAN ST / GIRARD ST,-122.4060881,37.73097526
12.01.2015,Monday,BAYVIEW,SILLIMAN ST / GIRARD ST,-122.4060881,37.73097526
12.01.2015,Monday,BAYVIEW,SILLIMAN ST / GIRARD ST,-122.4060881,37.73097526
12.01.2015,Monday,NORTHERN,2900 Block of VANNESS AV,-122.4246563,37.80277549
12.01.2015,Monday,RICHMOND,500 Block of 22ND AV,-122.4813815,37.77735911
12.01.2015,Monday,NORTHERN,800 Block of ELLIS ST,-122.4202128,37.78397891
12.01.2015,Monday,TARAVAL,500 Block of RAMSELL ST,-122.4663354,37.7206918
12.01.2015,Monday,PARK,100 Block of CARL ST,-122.4520697,37.76547508
12.01.2015,Monday,TENDERLOIN,HAYES ST / LARKIN ST,-122.4162938,37.77749368
12.01.2015,Monday,TENDERLOIN,HAYES ST / LARKIN ST,-122.4162938,37.77749368
12.01.2015,Monday,CENTRAL,GEARY ST / STOCKTON ST,-122.4065923,37.7875673
12.01.2015,Monday,MISSION,18TH ST / MISSION ST,-122.4193604,37.7618358
12.01.2015,Monday,SOUTHERN,600 Block of MARKET ST,-122.4030709,37.78778674
12.01.2015,Monday,SOUTHERN,800 Block of MARKET ST,-122.406521,37.78506294
12.01.2015,Monday,RICHMOND,700 Block of CLEMENT ST,-122.4671023,37.78277054
12.01.2015,Monday,TARAVAL,2300 Block of 24TH AV,-122.4811832,37.74372682
12.01.2015,Monday,MISSION,WIESE ST / 16TH ST,-122.4205804,37.76499686
12.01.2015,Monday,MISSION,WIESE ST / 16TH ST,-122.4205804,37.76499686
12.01.2015,Monday,SOUTHERN,6TH ST / JESSIE ST,-122.4092477,37.78139873
12.01.2015,Monday,SOUTHERN,6TH ST / JESSIE ST,-122.4092477,37.78139873
12.01.2015,Monday,RICHMOND,400 Block of 6TH AV,-122.4642799,37.7800333
12.01.2015,Monday,TENDERLOIN,ELLIS ST / TAYLOR ST,-122.4111419,37.78507362
12.01.2015,Monday,NORTHERN,1300 Block of BUSH ST,-122.4194862,37.78874808
12.01.2015,Monday,TARAVAL,100 Block of GONZALEZ DR,-122.4753896,37.71780113
12.01.2015,Monday,TARAVAL,100 Block of GONZALEZ DR,-122.4753896,37.71780113
